,시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,음식물 처리방법,소독관리-관리방식,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리형태,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애우),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,"주차관제, 홈네트워크",관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,주소,위도,경도
603,서울특별시,강북구,,미아동,A14272304,SK북한산시티아파트,아파트,서울특별시 강북구 미아동 1353 SK북한산시티아파트,서울특별시 강북구 솔샘로 174,분양,20040507,20090803,47,3830,3830,0,위탁관리,개별난방,계단식,sk건설,미아제1구역 제1지구 주택개량 재개발조합,(주)아주관리,위탁관리,21.0,위탁관리,87.0,유케이개발,위탁관리,34.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식,기구부착식",철근콘크리트구조,7200,종합계약,상주선임,R형,부스타방식,위탁관리,84.0,0.0,0.0,0.0,0.0,0.0,4816,734.0,4082.0,488.0,유,서울시 강북구 솔샘로 174,0262294611,262294615.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",25,25.0,5,솔샘로 174,0.0,127.0123486530791
604,서울특별시,강북구,,미아동,A14272311,SK북한산시티임대,아파트,서울특별시 강북구 미아동 1353-1 SK북한산시티임대,서울특별시 강북구 솔샘로 174,임대,20040507,20101119,7,1497,1497,0,위탁관리,개별난방,복도식,sk건설,sk건설,주식회사 한빛종합관리,위탁관리,9.0,위탁관리,7.0,한국경영관리,위탁관리,6.0,차량수거방식,위탁관리,18.0,분무식,철근콘크리트구조,2200,단일계약,상주선임,R형,부스타방식,위탁관리,17.0,0.0,0.0,0.0,0.0,0.0,693,114.0,579.0,128.0,무,서울시 강북구 솔샘로 174  SK 북한산시티제2관리사무소,029830092,29830094.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",20,20.0,3,솔샘로 174,0.0,127.0123486530791
605,서울특별시,강북구,,미아동,A10025241,꿈의숲 해링턴 플레이스 아파트,아파트,서울특별시 강북구 미아동 1369 꿈의숲 해링턴 플레이스 아파트,서울특별시 강북구 오현로 45,임대+분양,20190927,20191016,17,1028,940,88,위탁관리,개별난방,계단식, 진흥기업(주),미아제9-1구역 주택재건축정비사업조합,(주)동우개발,위탁관리,10.0,위탁관리,8.0,(주)에스원,위탁관리,14.0,기타,위탁관리,12.0,-,철골철근콘크리트구조,4000,종합계약,상주선임,R형,부스타방식,위탁관리,47.0,0.0,0.0,0.0,0.0,0.0,1365,0.0,1365.0,421.0,유,서울시 강북구 오현로 45,029460842,29460844.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",14,14.0,3,오현로 45,0.0,127.030123
606,서울특별시,강북구,,미아동,A10026947,꿈의숲롯데캐슬아파트,아파트,서울특별시 강북구 미아동 4 꿈의숲롯데캐슬아파트,서울특별시 강북구 오현로 56,임대+분양,20170227,20170706,11,615,510,105,위탁관리,개별난방,복도식,롯데건설(주),미아제4구역재개발정비사업조합,(주)아주관리,위탁관리,6.0,위탁관리,4.0,ADT캡스,위탁관리,7.0,차량수거방식,위탁관리,4.0,분무식,철골철근콘크리트구조,2750,종합계약,상주선임,P형,부스타방식,위탁관리,25.0,0.0,0.0,0.0,0.0,0.0,716,9.0,707.0,316.0,유,서울시 강북구 오현로 56 ,029856031,29456030.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",15,15.0,3,오현로 56,0.0,127.030123
607,서울특별시,강북구,,미아동,A10023829,꿈의숲한신더휴아파트,아파트,서울특별시 강북구 미아동 1371 꿈의숲한신더휴아파트,,분양,20220428,20220429,6,203,203,0,위탁관리,개별난방,계단식,한신공영,미아동 3-111번지 일대 주택재건축 정비사업조합,태영건물종합관리 주식회사,위탁관리,,,,,,,,,,-,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,"서울시 강북구 오패산로 202(미아동,꿈의숲한신더휴)",029856622,29856623.0,,11,11.0,4,,0.0,0.0
608,서울특별시,강북구,,미아동,A14277601,래미안미아1차,아파트,서울특별시 강북구 미아동 797 래미안미아1차,서울특별시 강북구 삼양로 256,분양,20061109,20090731,6,306,306,0,위탁관리,개별난방,계단식,삼성물산,미아제2구역주택재개발,서일개발,위탁관리,11.0,위탁관리,4.0,웅산산업개발(주),위탁관리,3.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식",철근콘크리트구조,1200,종합계약,상주선임,R형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,329,0.0,329.0,72.0,무,서울시 강북구 삼양로 256(미아2동 797),029831295,29831297.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,15.0,2,삼양로 256,0.0,127.475698
609,서울특별시,강북구,,미아동,A14272309,래미안트리베라1차,아파트,서울특별시 강북구 미아동 813 래미안트리베라1차,서울특별시 강북구 삼양로19길 25,임대+분양,20100528,20100809,24,1247,1035,212,위탁관리,개별난방,혼합식,삼성물산(주),미아뉴타운 제6구역조합,우리관리(주),위탁관리,11.0,위탁관리,14.0,(주)이엠피서비스,위탁관리,14.0,차량수거방식,위탁관리,12.0,분무식,철근콘크리트구조,7232,기타,상주선임,R형,부스타방식,위탁관리,40.0,0.0,0.0,0.0,0.0,3.0,1560,21.0,1539.0,401.0,유,서울시 강북구 삼양로 19길 25,029461858,29461860.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",24,24.0,3,삼양로19길 25,0.0,127.015256
610,서울특별시,강북구,,미아동,A14272308,래미안트리베라2차,아파트,서울특별시 강북구 미아동 812 래미안트리베라2차,서울특별시 강북구 삼양로27길 19,임대+분양,20100528,20100802,22,1330,1102,228,위탁관리,개별난방,계단식,삼성물산,미아12지구재건축조합,(주)아주관리,위탁관리,10.0,위탁관리,9.0,에스원,위탁관리,15.0,차량수거방식,위탁관리,12.0,분무식,철근콘크리트구조,6923,단일계약,상주선임,R형,부스타방식,위탁관리,36.0,0.0,0.0,0.0,0.0,0.0,1865,1565.0,300.0,341.0,무,서울시 강북구 삼양로 27길 19,029461850,29461849.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",25,25.0,3,삼양로27길 19,0.0,127.0165842
611,서울특별시,강북구,,미아동,A14282301,미아2동경남아너스빌,아파트,서울특별시 강북구 미아동 796 미아2동경남아너스빌,서울특별시 강북구 삼양로74길 8,분양,20080125,20090511,4,208,208,0,위탁관리,개별난방,계단식,경남기업(주),리누건설(주),(주)진흥관리시스템,위탁관리,3.0,위탁관리,4.0,혜진종합관리,위탁관리,2.0,음식물쓰레기종량제,위탁관리,4.0,"분무식,독이식",철근콘크리트구조,900,단일계약,위탁선임,R형,부스타방식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,232,88.0,144.0,51.0,유,서울 강북구 삼양로 74길 8,029846600,29846606.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,1,삼양로74길 8,0.0,127.0193209
612,서울특별시,강북구,,미아동,A14272306,미아경남아너스빌,아파트,서울특별시 강북구 미아동 1356 미아경남아너스빌,서울특별시 강북구 오패산로30길 30,분양,20030620,20090922,11,860,860,0,위탁관리,개별난방,혼합식,미아아파트재건축조합,경남기업,에이제이대원 주식회사,위탁관리,8.0,위탁관리,16.0,세원종합관리(주),위탁관리,9.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식,독이식",철근콘크리트구조,2000,종합계약,상주선임,GR형,고가수조식,위탁관리,0.0,0.0,19.0,0.0,0.0,0.0,1069,221.0,848.0,175.0,무,서울시송중동1356경남아너스빌아파트,029837447,29837448.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",22,22.0,2,오패산로30길 30,0.0,127.0346231
613,서울특별시,강북구,,미아동,A14272314,미아뉴타운두산위브트레지움,아파트,서울특별시 강북구 미아동 811 미아뉴타운두산위브트레지움,서울특별시 강북구 삼양로27길 95,임대+분양,20111031,20111128,24,1370,1136,234,위탁관리,개별난방,계단식,두산건설,미아8구역,(주)아주관리,위탁관리,11.0,위탁관리,11.0,(주)에스원,위탁관리,19.0,음식물쓰레기종량제,위탁관리,12.0,독이식,철근콘크리트구조,8600,단일계약,상주선임,R형,부스타방식,위탁관리,44.0,0.0,0.0,0.0,0.0,0.0,1753,1753.0,0.0,331.0,유,서울시 강북구 삼양로27길95,029461295,29461293.0,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",23,23.0,4,삼양로27길 95,0.0,127.01650709494645
614,서울특별시,강북구,,미아동,A14280502,미아동부센트레빌,아파트,서울특별시 강북구 미아동 474 미아동부센트레빌,서울특별시 강북구 숭인로7가길 37,분양,20060425,20090511,8,480,480,0,위탁관리,개별난방,계단식,동부건설,미아제10구역주택재개발조합,(주)동우개발,위탁관리,5.0,위탁관리,6.0,동아CS,위탁관리,5.0,음식물쓰레기종량제,위탁관리,12.0,"분무식,기구부착식",철근콘크리트구조,1800,단일계약,상주선임,GR형,부스타방식,위탁관리,15.0,0.0,0.0,0.0,0.0,0.0,563,29.0,534.0,126.0,무,서울시 강북구 숭인로7가길 37,029805278,29805279.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,15.0,2,숭인로7가길 37,0.0,127.0258197
615,서울특별시,강북구,,미아동,A14272307,미아현대,아파트,서울특별시 강북구 미아동 190-2 미아현대,서울특별시 강북구 도봉로68길 26,분양,19921221,20090924,3,231,231,0,위탁관리,개별난방,계단식,현대산업개발(주),미아동농협주택조합,(주)진흥관리시스템,위탁관리,4.0,위탁관리,4.0,백송종합관리(주),위탁관리,2.0,차량수거방식,위탁관리,12.0,도포식,철근콘크리트구조,320,기타,위탁선임,P형,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,204,96.0,108.0,76.0,무,서울시 강북구 도봉로 68길26,029454065,262274065.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",13,13.0,1,도봉로68길 26,0.0,127.0262222
616,서울특별시,강북구,,미아동,A14272305,벽산라이브파크,아파트,서울특별시 강북구 미아동 1354 벽산라이브파크,서울특별시 강북구 인수봉로 18,분양,20040807,20090811,19,1585,1585,0,위탁관리,개별난방,혼합식,벽산건설,미아1-2재개발조합,한국주택시설관리,위탁관리,11.0,위탁관리,11.0,(주)캡스,위탁관리,16.0,거점장비수거방식,위탁관리,12.0,분무식,철근콘크리트구조,3850,단일계약,상주선임,R형,고가수조식,위탁관리,34.0,0.0,0.0,0.0,0.0,0.0,1906,1868.0,38.0,263.0,유,"강북구 솔샘로 159,인수봉로 18",029831156,29831153.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",25,25.0,4,인수봉로 18,0.0,127.0120243
617,서울특별시,강북구,,미아동,A14272310,벽산라이브파크2차,아파트,서울특별시 강북구 미아동 1354-1 벽산라이브파크2차,서울특별시 강북구 솔샘로 159,임대,20040807,20100825,2,490,490,0,자치관리(직영),개별난방,복도식,벽산건설,서울시,SH공사,자치관리(직영),4.0,위탁관리,4.0,(주)이오티앤디,위탁관리,3.0,,위탁관리,4.0,-,철근콘크리트구조,900,단일계약,위탁선임,P형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,347,25.0,322.0,72.0,무,서울시 강북구 솔샘로 159,029820485,29820486.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",18,18.0,4,솔샘로 159,0.0,127.007746
618,서울특별시,강북구,,미아동,A14210002,삼각산아이원,아파트,서울특별시 강북구 미아동 1357 삼각산아이원,서울특별시 강북구 삼양로19길 113,분양,20031230,20090511,20,1344,1344,0,위탁관리,개별난방,계단식,풍림산업(주),미아제5구역재개발조합,(주)아주관리,위탁관리,10.0,위탁관리,18.0,현대관리시스템,위탁관리,15.0,차량수거방식,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,3550,단일계약,상주선임,R형,부스타방식,위탁관리,33.0,0.0,0.0,0.0,0.0,0.0,1665,291.0,1374.0,272.0,유,"서울 강북구 삼양로 19길 113(미아동,삼각산아이원아파트) ",029848432,29848433.0,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 자전거보관소",25,25.0,3,삼양로19길 113,0.0,127.01738376180214
619,서울특별시,강북구,,미아동,A14210001,삼각산아이원임대,아파트,서울특별시 강북구 미아동 1357-2 삼각산아이원임대,서울특별시 강북구 삼양로19길 113,임대,20031230,20090511,2,673,673,0,위탁관리,개별난방,복도식,풍림건설,풍림건설,한빛관리,위탁관리,5.0,위탁관리,4.0,삼우안전관리(유),위탁관리,2.0,음식물쓰레기종량제,위탁관리,4.0,도포식,철근콘크리트구조,1500,단일계약,상주선임,P형,고가수조식,위탁관리,0.0,0.0,0.0,6.0,0.0,0.0,348,90.0,258.0,75.0,무,강북구 삼양로 19길 113,029812793,29812794.0,"관리사무소, 노인정, 어린이놀이터",25,25.0,3,삼양로19길 113,0.0,127.01738376180214
620,서울특별시,강북구,,미아동,A14272313,송천센트레빌,아파트,서울특별시 강북구 미아동 461 송천센트레빌,서울특별시 강북구 숭인로 39,임대+분양,20100910,20101124,5,376,306,70,위탁관리,개별난방,혼합식,동부건설(주),미아10-1구역재개발조합,우리관리(주),위탁관리,5.0,위탁관리,6.0,(주)홈스웰,위탁관리,5.0,차량수거방식,위탁관리,12.0,"도포식,분무식,독이식",철근콘크리트구조,2150,단일계약,상주선임,GR형,부스타방식,위탁관리,14.0,0.0,0.0,0.0,0.0,0.0,402,0.0,402.0,110.0,유,서울시 강북구 숭인로 39,029896517,29896518.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",15,15.0,2,숭인로 39,0.0,127.0260066
621,서울특별시,강북구,,미아동,A10024034,수유역푸르지오시티,도시형 생활주택(주상복합),서울특별시 강북구 미아동 160-3 수유역푸르지오시티,,분양,20141017,20211206,1,298,298,0,자치관리,개별난방,계단식,주식회사대우건설,(주)케이쓰리엠, ,자치관리,3.0,자치관리,1.0,,자치관리,2.0,음식물쓰레기종량제,위탁관리,9.0,분무식,철근콘크리트구조,3530,단일계약,상주선임,R형,부스타방식,위탁관리,2.0,0.0,0.0,0.0,0.0,0.0,71,0.0,71.0,100.0,무,서울강북구도봉로290(미아동160-3),029452417,29455602.0,"관리사무소, 자전거보관소",20,20.0,3,,0.0,0.0
622,서울특별시,강북구,,미아동,A14272303,한일유앤아이,아파트,서울특별시 강북구 미아동 1355 한일유앤아이,서울특별시 강북구 월계로21가길 41,분양,20021129,20090716,8,384,384,0,위탁관리,개별난방,계단식,한일건설(주),한일건설(주),서일개발(주),위탁관리,5.0,위탁관리,4.0,웅산산업개발(주),위탁관리,4.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식",철근콘크리트구조,990,단일계약,위탁선임,R형,부스타방식,위탁관리,12.0,0.0,0.0,0.0,0.0,0.0,531,130.0,401.0,51.0,무,강북구 월계로 21가길 41,029858873,29858874.0,"관리사무소, 노인정, 휴게시설, 자전거보관소",17,17.0,2,월계로21가길 41,0.0,127.0371141
623,서울특별시,강북구,,미아동,A14281701,현대성우,주상복합,서울특별시 강북구 미아동 561-2 현대성우,서울특별시 강북구 삼양로24길 19,분양,19981027,20090511,2,216,216,0,자치관리,개별난방,혼합식,현대 성우건설,양지연립주택조함, ,자치관리,5.0,위탁관리,4.0,,위탁관리,2.0,음식물쓰레기종량제,위탁관리,4.0,분무식,철근콘크리트구조,1500,종합계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,271,0.0,271.0,38.0,무,서울 강북구 송천동 561-2,029837960,264527960.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,17.0,4,삼양로24길 19,0.0,127.0225327
624,서울특별시,강북구,,번동,A14206003,번동1단지주공아파트,아파트,서울특별시 강북구 번동 242 번동1단지주공아파트,서울특별시 강북구 한천로105길 23,분양,19910518,20090511,14,1430,1430,0,위탁관리,중앙난방,복도식,대한주택공사,대한주택공사,율산개발(주),위탁관리,12.0,위탁관리,23.0,원광(유),위탁관리,11.0,차량수거방식,위탁관리,12.0,"분무식,독이식",철근콘크리트구조,2300,단일계약,상주선임,P형,부스타방식,위탁관리(직영+위탁),16.0,0.0,0.0,0.0,0.0,0.0,554,554.0,0.0,104.0,무,서울시 강북구 한천로105길 23(242번지),029823367,29877946.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",15,15.0,0,한천로105길 23,0.0,127.0448336
625,서울특별시,강북구,,번동,A14206002,번동금호어울림,아파트,서울특별시 강북구 번동 656 번동금호어울림,서울특별시 강북구 오현로31길 85-7,분양,19980624,20090511,3,284,284,0,위탁관리,개별난방,계단식,(주)금호,금호건설,(주)동우개발,위탁관리,4.0,위탁관리,5.0,(주)국제안전시스템,위탁관리,2.0,거점장비수거방식,위탁관리,12.0,분무식,철근콘크리트구조,900,종합계약,위탁선임,P형,고가수조식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,233,22.0,211.0,49.0,무,서울시 강북구 오현로 31길 85-7,029803111,262213111.0,"관리사무소, 노인정, 어린이놀이터",20,20.0,2,오현로31길 85-7,0.0,127.0347477
626,서울특별시,강북구,,번동,A14206305,번동기산그린,아파트,서울특별시 강북구 번동 191 번동기산그린,서울특별시 강북구 월계로37길 137,분양,20000224,20090511,2,263,263,0,위탁관리,개별난방,혼합식,(주)기산 기산번동 연합주택조합,(주)기산 기산번동 연합주택조합,(주)덕우,위탁관리,4.0,위탁관리,2.0,(주)가온관리,위탁관리,2.0,음식물쓰레기종량제,위탁관리,12.0,분무식,철근콘크리트구조,1000,단일계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,212,95.0,117.0,20.0,무,서울 강북구 월계로 37길 137,029822339,29832338.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21.0,1,월계로37길 137,0.0,127.0456238
627,서울특별시,강북구,,번동,A14206301,번동동문아파트,아파트,서울특별시 강북구 번동 657 번동동문아파트,서울특별시 강북구 오현로 128,분양,19980814,20090511,3,167,167,0,위탁관리,개별난방,계단식,동문건설,동문건설,한국주택시설관리(주),위탁관리,4.0,위탁관리,2.0,국제안전관리,자치관리,2.0,기타,위탁관리,12.0,분무식,철근콘크리트구조,600,단일계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,5.0,0.0,0.0,0.0,200,19.0,181.0,26.0,무,서울 강북구 오현로 128  (번동동문아파트),029800832,29810833.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,17.0,2,오현로 128,0.0,127.030123
628,서울특별시,강북구,,번동,A14206001,번동삼성,아파트,서울특별시 강북구 번동 470-1 번동삼성,서울특별시 강북구 도봉로98길 33,분양,19981203,20090511,1,228,228,0,위탁관리,개별난방,계단식,삼성물산(주),삼성직장주택조합,서림주택관리(주),위탁관리,3.0,위탁관리,4.0,백송종합관리,위탁관리,2.0,음식물쓰레기종량제,위탁관리,12.0,-,철근콘크리트구조,1200,단일계약,위탁선임,P형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,202,52.0,150.0,32.0,무,서울강북구 번동 470-1,029990948,29980948.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,19.0,2,도봉로98길 33,0.0,127.0306324
629,서울특별시,강북구,,번동,A14206307,번동솔그린,아파트,서울특별시 강북구 번동 136 번동솔그린,서울특별시 강북구 한천로109길 83,분양,19990916,20090511,4,380,380,0,위탁관리,개별난방,혼합식,홍익종합건업(주),건정종합건축사사무소,무림하우징,위탁관리,4.0,위탁관리,5.0,(주)엘림테크,위탁관리,4.0,,위탁관리,4.0,분무식,철근콘크리트구조,1100,단일계약,상주선임,기타,고가수조식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,311,65.0,246.0,109.0,무,강북구 한천로 109길 83,029459426,262219426.0,"관리사무소, 노인정, 어린이놀이터",20,20.0,2,한천로109길 83,0.0,127.04235
630,서울특별시,강북구,,번동,A14206306,번동신원,아파트,서울특별시 강북구 번동 204 번동신원,서울특별시 강북구 월계로37길 87-9,분양,20000608,20090511,3,285,285,0,위탁관리,개별난방,복도식,지역주택조합외1개조합,지역주택조합외1개조합,인덕종합관리(주),위탁관리,4.0,위탁관리,3.0,(주)한국경영관리,위탁관리,3.0,차량수거방식,위탁관리,12.0,분무식,철근콘크리트구조,700,단일계약,위탁선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,234,44.0,190.0,57.0,무,서울강북구번3동204번지번동신원apt,029461635,262256248.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",20,20.0,2,월계로37길 87-9,0.0,127.0456238
631,서울특별시,강북구,,번동,A14206310,번동주공2단지,아파트,서울특별시 강북구 번동 241 번동주공2단지,,영구임대,19910518,20090927,11,1766,1766,0,위탁관리,중앙난방,복도식,"대림산업, 삼익건설",한국토지주택공사,주택관리공단(주),위탁관리,10.0,위탁관리,4.0,(주)오케이시스템,위탁관리,6.0,음식물쓰레기종량제,위탁관리,3.0,-,철근콘크리트구조,2550,단일계약,상주선임,R형,부스타방식,위탁관리,24.0,0.0,0.0,0.0,0.0,0.0,437,437.0,0.0,83.0,무,서울시 강북구 한천로105길 24,029871462,262211463.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,15.0,0,,0.0,0.0
632,서울특별시,강북구,,번동,A14276311,번동주공3단지,아파트,서울특별시 강북구 번동 237 번동주공3단지,서울특별시 강북구 오현로 208,임대,19901109,20090927,8,1292,1292,0,위탁관리,중앙난방,복도식,"LH공사(현대건설,화성산업,동원건설등)",LH공사,주택관리공단(주),위탁관리,9.0,위탁관리,6.0,대덕개발,위탁관리,4.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,1900,단일계약,상주선임,R형,부스타방식,위탁관리,16.0,0.0,0.0,0.0,0.0,0.0,358,358.0,0.0,65.0,무,서울시 강북구 오현로 208 주택관리공단 번동3단지관리소,029846152,262236152.0,"관리사무소, 노인정, 어린이놀이터, 기타",15,15.0,0,오현로 208,0.0,127.030123
633,서울특별시,강북구,,번동,A14206202,번동주공4단지,아파트,서울특별시 강북구 번동 234 번동주공4단지,서울특별시 강북구 오현로 207,분양,19910423,20090511,8,900,900,0,위탁관리,개별난방,혼합식,대한주택공사,대한주택공사,서일개발,위탁관리,7.0,위탁관리,16.0,주식회사 경진이앤지,위탁관리,8.0,차량수거방식,위탁관리,12.0,-,철근콘크리트구조,1900,단일계약,상주선임,P형,부스타방식,위탁관리,20.0,0.0,0.0,0.0,0.0,0.0,519,519.0,0.0,94.0,무,서울시 강북구 오현로207,029847393,29450818.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,0,오현로 207,0.0,127.030123
634,서울특별시,강북구,,번동,A14286203,번동주공5단지,아파트,서울특별시 강북구 번동 229 번동주공5단지,서울특별시 강북구 오현로31길 141,영구임대,19910513,20090511,8,1123,1123,0,위탁관리,중앙난방,복도식,주택공사,주택공사,주택관리공단(주)번동5관리소,위탁관리,9.0,위탁관리,6.0,오케이시스템,위탁관리,5.0,기타,위탁관리,3.0,"도포식,분무식,독이식",철근콘크리트구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,17.0,0.0,0.0,0.0,0.0,0.0,477,477.0,0.0,57.0,무,서울특별시 강북구 한천로115길 20,029873588,29878818.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0,오현로31길 141,0.0,127.0378567
635,서울특별시,강북구,,번동,A14206303,번동한솔솔파크,아파트,서울특별시 강북구 번동 138 번동한솔솔파크,서울특별시 강북구 오현로 180,분양,20050901,20090511,4,225,225,0,위탁관리,개별난방,계단식,한솔건설주식회사,"강북한솔지역주택조함, 강북한솔제1지역주택조합",(주)덕우,위탁관리,3.0,위탁관리,2.0,(주)듀델코리아,위탁관리,2.0,음식물쓰레기종량제,위탁관리,12.0,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,950,단일계약,위탁선임,P형,부스타방식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,255,127.0,128.0,34.0,무,서울시 강북구 오현로 180,029450410,29451411.0,"관리사무소, 노인정, 어린이놀이터, 기타",18,18.0,2,오현로 180,0.0,127.030123
636,서울특별시,강북구,,번동,A14286104,번동한양,아파트,서울특별시 강북구 번동 133-1 번동한양,서울특별시 강북구 한천로109길 69,분양,19921106,20090511,3,261,261,0,위탁관리,개별난방,계단식,한양주택 (주),번동한양아파트주택조합,shy&tm,위탁관리,4.0,위탁관리,3.0,(주)듀델코리아,위탁관리,3.0,차량수거방식,위탁관리,8.0,-,철근콘크리트구조,965,종합계약,위탁선임,P형,수도직결식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,218,198.0,20.0,48.0,무,서울시 강북구 한천로109길 69,029852409,29811165.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0,한천로109길 69,0.0,127.04235
637,서울특별시,강북구,,번동,A14206302,번동한진,아파트,서울특별시 강북구 번동 658 번동한진,서울특별시 강북구 월계로37길 65,분양,20001229,20090511,2,202,202,0,자치관리,개별난방,혼합식,한진중공업,한진중공업, ,자치관리,3.0,자치관리,2.0,,위탁관리,2.0,차량수거방식,위탁관리,12.0,"분무식,독이식",철근콘크리트구조,1350,종합계약,위탁선임,P형,기타,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,177,38.0,139.0,43.0,유,서울특별시 강북구 월계로37길 65,029847172,264070223.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,19.0,2,월계로37길 65,0.0,127.0456238
638,서울특별시,강북구,,번동,A14270301,수유역두산위브,아파트,서울특별시 강북구 번동 410 수유역두산위브,서울특별시 강북구 덕릉로41길 12,분양,20090629,20091104,3,292,292,0,위탁관리,개별난방,계단식,두산건설(주),여흥토건(주),(주)아주관리,위탁관리,4.0,위탁관리,4.0,(주)아주관리,위탁관리,3.0,차량수거방식,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,1400,단일계약,위탁선임,R형,부스타방식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,389,49.0,340.0,63.0,유,강북구 번동 410번지 ,029051807,29051808.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,20.0,1,덕릉로41길 12,0.0,127.03208632014957
639,서울특별시,강북구,,번동,A14206201,오동공원현대홈타운,아파트,서울특별시 강북구 번동 760 오동공원현대홈타운,서울특별시 강북구 오현로31길 89,분양,20010911,20090511,3,245,245,0,위탁관리,개별난방,계단식,현대건설,현대건설,(주)동우개발,위탁관리,4.0,위탁관리,3.0,(주)동우개발,위탁관리,2.0,차량수거방식,위탁관리,12.0,도포식,철근콘크리트구조,850,종합계약,위탁선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,336,40.0,296.0,48.0,유,강북구 오현로 31길 89,029892196,29892197.0,노인정,19,19.0,3,오현로31길 89,0.0,127.0378567
